what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1420730881699
started,bundle,org.eclipse.rse.services,3.2.101.R33x_v201109141647,"org.eclipse.rse.services",1420730884706
started,bundle,org.eclipse.rse.core,3.2.2.R33x_v201110030150,"org.eclipse.rse.core",1420730884744
started,bundle,org.eclipse.rse.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.ui",1420730884867
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.101.R33x_v201107181530,"org.eclipse.rse.subsystems.files.core",1420730884869
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.200.v201101042155,"org.eclipse.rse.subsystems.files.local",1420730884870
started,bundle,org.eclipse.rse.connectorservice.local,2.1.300.v201101042155,"org.eclipse.rse.connectorservice.local",1420730884914
started,bundle,org.eclipse.rse.services.local,2.1.300.v201105311250,"org.eclipse.rse.services.local",1420730884931
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.201.R33x_v201106281309,"org.eclipse.rse.subsystems.shells.core",1420730885012
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.300.v201101042155,"org.eclipse.rse.subsystems.shells.local",1420730885012
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1420730890763
started,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1420730891265
started,bundle,org.eclipse.wb.core.ui,1.5.0.r37x201206051108,"org.eclipse.wb.core.ui",1420730891635
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1420730893992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730894008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1420730894020
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420730895558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730898463
started,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1420730901745
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1420730901783
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1420730910292
started,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1420730914636
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1420730934497
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1420730934526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730957736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730958070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730961898
error,log,,,"",1420730961905
error,log,,,"org.eclipse.swt.SWTException: Widget is disposed",1420730961908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730961948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1420730961976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730967190
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420730969245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730979656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730993854
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420730996567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420730997770
