TWEET_ID	TWEET_CREATIONDATE	TWEET_CONTENT	TWEET_RETWEETED	TWEET_RETWEETCOUNT	TWEET_COORDS	TWEET_SOURCE	TWEET_FAVORITED	TWEET_PLACE	TWEET_REPLYTOSTATUS	TWEET_REPLYTOUSERID	TWEET_REPLYTOUSERNAME	USER_ID	USER_NAME	USER_SCREENNAME	USER_CREATIONDATE	USER_LANGUAGE	USER_STATUSESCOUNT	USER_FOLLOWERSCOUNT	USER_LOCATION	USER_DESCRIPTION	USER_FRIENDSCOUNT	USER_TIMEZONE	USER_LISTEDCOUNT	USER_UTCOFFSET
323843168447655937	Mon Apr 15 17:00:02 GMT 2013	La Biografía de Américo Vespucio http://t.co/3qF1o2eqpz	null	null	null	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	false	null	-1	-1	null	383489728	Noticias Gruperas	NoticiaGrupera	Sun Oct 2 00:04:14 GMT 2011	es	27096	4459		Noticias sobre la onda grupera, banda, norteño, tribal, grupero, cumbia, salsa y chachacha	4859	Mountain Time (US & Canada)	17	-25200	
